band_num,band_age,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,obs,Color Band,d_banded,tars,mass,wing,sex,fm_site,species
129264406,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,a/pk",6/30/09,32.14,77.3,125,F,O'Brien,AMRO
129264405,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,a",6/30/09,32.38,,128,M,O'Brien,AMRO
129264335,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,A",6/30/09,33.04,73.4,116.5,U,Brown-DC,AMRO
NB,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,-",6/30/09,,,,F,Owen,HOWR
259082620,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,a",6/29/09,17.42,10,49,M,Tate,HOWR
259082619,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y",6/29/09,17.43,12,49,F,Tate,HOWR
259082617,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/w",6/29/09,17.2,15,48,F,Tate,HOWR
259082616,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,g/a",6/29/09,18.74,11,53,M,Tate,HOWR
259082615,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,p",6/29/09,17.52,10,50,M,Tate,HOWR
259082561,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,a/bu",6/29/09,17.41,10.7,51,M,Phelps,HOWR
259082432,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/w,r",6/29/09,16.61,11.4,48,F,Sullivan,HOWR
259082431,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,o/a",6/29/09,16.78,10.6,53,U,Sullivan,HOWR
259082430,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,p/y",6/29/09,16.88,11.3,49.5,F,Sullivan,HOWR
259082429,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/bk",6/29/09,17.97,10.2,51,U,Sullivan,HOWR
259082316,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/r",6/29/09,16.47,10.4,51,M,"Miller, P.",HOWR
259082230,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/r,a",6/29/09,16.15,9.5,58,F,Drake,CACH
244137761,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/p",6/29/09,24.6,44,92,M,Tate,NOCA
244115030,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,r/a",6/29/09,,22,59,F,Tate,CARW
244114039,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/pk",6/29/09,21.34,20.6,66,M,Phelps,SOSP
244114038,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,g/a",6/29/09,21.5,21.4,65,M,Phelps,SOSP
244114037,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,pk/a",6/29/09,20.75,22.3,68,M,Phelps,SOSP
244113731,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/r,a",6/29/09,21.62,17.2,56,F,Drake,CARW
241137758,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"P/PK,A",6/29/09,28.76,33,95,M,Tate,GRCA
241137757,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,pk/a",6/29/09,27.76,35,95,M,Tate,GRCA
241137755,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,pk/a",6/29/09,25.58,34,89,M,Tate,GRCA
241137753,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,pk/a",6/29/09,28.11,39,92,F,Tate,GRCA
241137752,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,bk",6/29/09,28.12,48,89,F,Tate,NOCA
241137415,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/pk",6/29/09,28.63,36,86,F,"Miller, P.",GRCA
241137414,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/r",6/29/09,27.6,44,88,F,"Miller, P.",GRCA
241137413,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/p,a",6/29/09,26.65,36.9,88,M,"Miller, P.",GRCA
241137412,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,r",6/29/09,23.91,40,91,M,"Miller, P.",NOCA
241137411,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/bu,a",6/29/09,23.88,45.3,95,M,"Miller, P.",NOCA
241137380,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/y,a",6/29/09,27.23,33.4,86.5,M,Sullivan,GRCA
241137300,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/p,a",6/29/09,26.92,32,86,U,Phelps,GRCA
241137299,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/g",6/29/09,27.05,34.9,98,M,Phelps,GRCA
241137298,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,g/p",6/29/09,26.82,33.8,97,M,Phelps,GRCA
241113751,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,pk",6/29/09,25.79,45.4,91.5,M,Drake,NOCA
230156938,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,o",6/29/09,26.4,30.9,84,M,Phelps,GRCA
129264404,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/pk,a",6/29/09,31.33,68.8,124,F,"Miller, P.",AMRO
NB,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,---,6/29/09,22.18,23.2,65,M,Sullivan,SOSP
244114136,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,bk",6/28/09,22.51,20.8,58,F,Ward,CARW
244114134,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,y",6/28/09,21.35,20,65,F,Ward,SOSP
241137376,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,r/a",6/28/09,27.92,37.2,90.5,F,Ward,GRCA
241137375,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/o",6/28/09,28.31,39.4,89,F,Ward,GRCA
241137149,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/w",6/28/09,25.25,43.9,90,M,Nichols,NOCA
129264334,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a",6/28/09,32.56,72.5,124,F,Ward,AMRO
129264333,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/g,pu",6/28/09,33.54,80.5,124,M,Ward,AMRO
129264332,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/a,bu",6/28/09,33,84.2,129,M,Ward,AMRO
259082560,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/w,g",6/26/09,15.83,9.4,60,U,Hutchinson,CACH
244115028,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,p/a",6/26/09,,17,,U,Blanchard,CARW
244115027,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/a,bu",6/26/09,22.69,20,61,U,Blanchard,CARW
244114130,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,r",6/26/09,21.9,20.1,61,F,Ontario House,SOSP
244114129,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,p/a",6/26/09,22.32,22.2,65,F,Ontario House,SOSP
244114033,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/r,a",6/26/09,20.35,17.7,54.5,F,Hutchinson,CARW
244113730,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,bu",6/26/09,19.86,15.4,54,U,Langenbach,CARW
241137751,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,w",6/26/09,26.11,40,85,U,Blanchard,NOCA
241137750,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,bu/a",6/26/09,25.02,40,95,M,Blanchard,NOCA
241137371,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,bu/a",6/26/09,25.92,33.5,89,F,Ontario House,GRCA
241137369,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,g/o",6/26/09,23.12,40.9,93,F,Ontario House,NOCA
241137368,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,bk",6/26/09,27.77,33.9,86,F,Ontario House,GRCA
241137367,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,g",6/26/09,23.68,38.3,91,M,Ontario House,NOCA
241137297,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,p",6/26/09,27.55,36.2,92,M,Hutchinson,GRCA
241137296,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,pk/a",6/26/09,24.45,41.4,94.5,M,Hutchinson,NOCA
241137295,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/bu,a",6/26/09,26.72,34.7,84,F,Hutchinson,GRCA
241137294,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/pk",6/26/09,24.29,40.5,85,U,Hutchinson,NOCA
241137293,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,w/a",6/26/09,24.62,43.1,97,M,Hutchinson,NOCA
241137291,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,r",6/26/09,26.08,33.6,90,M,Hutchinson,GRCA
241137290,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,g",6/26/09,24.37,42.8,93,M,Hutchinson,NOCA
241114034,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/g",6/26/09,21.48,21.5,60,M,Hutchinson,CARW
129264510,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/a,pk",6/26/09,35.23,86.1,129,M,Langenbach,AMRO
129264328,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/o,a",6/26/09,32.89,70,123,F,Ontario House,AMRO
129264225,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/o",6/26/09,34.48,82.8,125,M,Hutchinson,AMRO
120299084,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,pk",6/26/09,33.35,77,121,F,Blanchard,AMRO
120299083,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/y",6/26/09,32.77,67,127,M,Blanchard,AMRO
259082311,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,w",6/25/09,15.82,9,62.5,U,Pharr,CACH
259082228,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/y",6/25/09,15.57,9.9,62,U,McCahill,CACH
259082227,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/g,a",6/25/09,17.13,11.1,50,M,McCahill,HOWR
259082226,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,pk/a",6/25/09,16.46,11.1,48,M,McCahill,HOWR
259082225,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/o,a",6/25/09,15.71,8.9,60,U,McCahill,CACH
244115026,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/w,a",6/25/09,25.55,15,66,M,Urbanus,SOSP
244114204,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/bu",6/25/09,21.88,19.5,60,U,Pharr,CARW
244114032,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/bk",6/25/09,22.05,18.9,59,U,Missiaen,CARW
244113729,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/a,r",6/25/09,21.93,19.3,60,M,McCahill,CARW
244113728,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,p/a",6/25/09,23.59,24,59,M,McCahill,CARW
241137749,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,bk",6/25/09,26,38,89,F,Urbanus,GRCA
241137410,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,bu/a",6/25/09,23.58,42.9,92,M,Pharr,NOCA
241137289,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/p",6/25/09,27.49,36.2,94,M,Missiaen,GRCA
241137147,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,pk",6/25/09,24.31,40.5,83,U,McCahill,NOCA
241137146,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,a/pk",6/25/09,27.1,39,86,F,McCahill,GRCA
241137145,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,pk/a",6/25/09,27.93,35.7,92,M,McCahill,GRCA
25902229,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/pk,a",6/25/09,17.76,13.6,47,F,McCahill,HOWR
2741137140,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,y",6/24/09,28.02,35.1,90,M,Gaetano,GRCA
259082559,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/bu",6/24/09,16.43,10.2,61,U,Mazur,CACH
259082428,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,w/b",6/24/09,15.53,9.6,61,U,Conaway,CACH
259082427,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,y/a",6/24/09,15.15,9.3,62,U,Conaway,CACH
259082224,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/g",6/24/09,15.38,9.8,61,F,Gaetano,CACH
244114127,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/p,w",6/24/09,19.26,16.7,55.5,U,Conaway,CARW
244114126,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/bk",6/24/09,21.95,20.6,58.5,F,Conaway,CARW
244113727,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,a/w",6/24/09,21.77,17,53,F,Gaetano,CARW
244113725,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,pk",6/24/09,23.19,21.1,60,F,Gaetano,SOSP
241137409,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/bk",6/24/09,27.95,,87,U,RCP - Amazonia,GRCA
241137408,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,r/y",6/24/09,23.85,,88,U,RCP - Amazonia,NOCA
241137366,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,a",6/24/09,27.74,37,88,M,Conaway,GRCA
241137365,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,o",6/24/09,23.72,41,93,M,Conaway,NOCA
241137363,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,bu/a",6/24/09,27.74,36.3,92,M,Conaway,GRCA
241137362,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a",6/24/09,28.79,39.1,90,M,Conaway,GRCA
241137361,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"Pk/W,A",6/24/09,27.35,36,90,M,Conaway,GRCA
241137360,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/pk",6/24/09,26.24,31.5,87,M,Conaway,GRCA
241137359,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/w",6/24/09,28.41,34.6,87,M,Conaway,GRCA
241137288,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bk/y",6/24/09,23.05,42.3,93,F,Mazur,NOCA
241137144,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/g,a",6/24/09,24.61,49.4,91,F,Gaetano,NOCA
241137143,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,p",6/24/09,26.54,34.5,86,M,Gaetano,GRCA
241137142,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/pk",6/24/09,28.53,34.8,83,M,Gaetano,GRCA
129264403,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/pk",6/24/09,31.08,,125,U,RCP - Amazonia,AMRO
259082614,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"A,BU/P",6/23/09,18.07,11,49,U,Blockstein,CACH
259082613,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"A,P/Y",6/23/09,15.65,9,59,F,Blockstein,CACH
259082612,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"A,BU/Y",6/23/09,15.99,9,60,U,Blockstein,CACH
259082611,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"W,R/A",6/23/09,16.47,9,61,F,Blockstein,CACH
259082610,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"O/A,R",6/23/09,16.24,10,61,U,Blockstein,CACH
259082608,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,g",6/23/09,17.99,11,51,M,Blockstein,HOWR
259082558,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bk/bk",6/23/09,15.67,8.9,57,F,Lyon,CACH
259082557,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/a,o",6/23/09,15.51,9.7,54,M,Lyon,CACH
259082556,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/p,a",6/23/09,15.63,9.2,64,U,Lyon,CACH
259082555,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,w",6/23/09,14.94,8.4,59,U,Lyon,CACH
259082426,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/bu,a",6/23/09,15.4,9.6,61,U,Lindell,CACH
259082425,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/p",6/23/09,15.89,10,60.5,U,Lindell,CACH
259082310,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,a/bu",6/23/09,17.26,9.5,49,F,Vongsathorn,HOWR
259032309,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/bk,a",6/23/09,14.21,8.5,58,U,Vongsathorn,CACH
244114125,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,y",6/23/09,21.74,20.1,69,M,Lindell,SOSP
244114031,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/w",6/23/09,21.83,22,66,M,Lyon,SOSP
241137748,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o/p,a",6/23/09,25.53,45,95,M,Blockstein,NOCA
241137407,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/pk",6/23/09,26.43,33.9,88.5,M,Vongsathorn,GRCA
241137406,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,w",6/23/09,27.5,33.5,88.5,M,Vongsathorn,GRCA
241137405,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,a/r",6/23/09,25.54,42.2,95,M,Vongsathorn,NOCA
241137404,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,bu/a",6/23/09,27.59,35.1,93,M,Vongsathorn,GRCA
241137403,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,pk/a",6/23/09,28.33,37.9,92,M,Vongsathorn,GRCA
241137402,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,pk",6/23/09,27.19,34.8,85,F,Vongsathorn,GRCA
241137358,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pk/w",6/23/09,27.55,34.1,89.5,M,Lindell,GRCA
241137357,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"-,o/a",6/23/09,26.15,,96,M,Lindell,GRCA
241137138,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,bu",6/23/09,28.44,36.8,89,M,Cantilli,GRCA
241137137,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,pk/a",6/23/09,27.98,36.6,89.5,F,Cantilli,GRCA
241137136,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,p",6/23/09,24.26,47.2,96,F,Cantilli,NOCA
129264224,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/r,y",6/23/09,32.96,79.8,121,F,Lyon,AMRO
259082607,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,bu/a",6/22/09,,,,U,McKenna,CACH
259082606,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,g/a",6/22/09,,,,U,McKenna,CACH
259082605,U,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,o/a",6/22/09,15.78,9,57,U,McKenna,CACH
259082554,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g/a,g",6/22/09,15.41,8.7,58,U,DeLucia-Goldstein,CACH
259082424,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/y,a",6/22/09,15.34,10.2,62.5,U,Shay,CACH
259082423,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"o,r/a",6/22/09,15.34,9.9,62,U,Shay,CACH
259082422,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r,r/al",6/22/09,17.01,10.9,50,F,Shay,HOWR
259082421,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,W",6/22/09,17.15,10.7,48,F,Shay,HOWR
259082223,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,r",6/22/09,16.33,8.4,56,U,"Miller, J.",CACH
259082222,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/p,a",6/22/09,15.88,9.4,58,F,"Miller, J.",CACH
244114029,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,r",6/22/09,20.33,17.5,61,U,DeLucia-Goldstein,SOSP
244114028,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,g",6/22/09,21.73,21.2,66,M,DeLucia-Goldstein,SOSP
244113724,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,y",6/22/09,17.08,10.1,49.5,U,"Miller, J.",CARW
244113723,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/pk,a",6/22/09,22.37,21.2,65,M,"Miller, J.",SOSP
244113722,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/pk,a",6/22/09,22.28,22.2,65,M,"Miller, J.",SOSP
244113721,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/a,pk",6/22/09,22.48,21.5,64,F,"Miller, J.",SOSP
241137747,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,bk",6/22/09,23.42,48,92,U,McKenna,NOCA
241137746,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,pk/a",6/22/09,27.66,,94,M,McKenna,GRCA
241137745,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"g,bk/a",6/22/09,23.51,43,97,F,McKenna,NOCA
241137744,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bu,o",6/22/09,26.01,43,95,F,McKenna,NOCA
241137743,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,a/r",6/22/09,23.78,42,97,F,McKenna,GRCA
241137356,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,-",6/22/09,23.35,41.5,94,M,Shay,NOCA
241137355,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk/a,y",6/22/09,26.5,39,87,F,Shay,GRCA
241137354,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,-",6/22/09,23.1,38.6,92,M,Shay,NOCA
241137353,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,o",6/22/09,22.99,45.4,89,F,Shay,NOCA
241137286,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk/a,r",6/22/09,27.76,35.5,88,M,DeLucia-Goldstein,GRCA
241137285,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,bu/y",6/22/09,27.15,32.8,84,M,DeLucia-Goldstein,GRCA
241137135,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/o,pk",6/22/09,24.71,37.6,86,U,"Miller, J.",NOCA
241137133,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/r",6/22/09,28.21,35.5,86,M,"Miller, J.",GRCA
241137131,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu/a,pk",6/22/09,34.88,38.1,85,U,"Miller, J.",NOCA
241137130,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,a/y",6/22/09,28.53,36.8,85.5,F,"Miller, J.",GRCA
241115025,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/o",6/22/09,21.52,21,60,M,McKenna,CARW
129264327,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"r/a,pu",6/22/09,33.37,74.6,129.5,U,Shay,AMRO
129264223,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y/g,a",6/22/09,28.22,36.4,88,M,DeLucia-Goldstein,GRCA
241137129,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w/a,pk",6/21/09,28.74,40,82,M,Leon,GRCA
129264509,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,bu/a",6/21/09,32.3,74.1,120,M,Leon,AMRO
259082420,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/bk,y",6/20/09,15.66,9.6,59,U,Land,CACH
259082419,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,pu/bk",6/20/09,15.98,9.8,50,M,Land,HOWR
244114122,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bu,g/a",6/20/09,21.81,16.9,59.5,U,Land,CARW
244114121,HY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p,a/w",6/20/09,21.98,16.6,55,U,Land,CARW
241137742,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"O/A,W",6/20/09,24.45,,93,M,DeChello-Crownsville,NOCA
241137352,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/y,bk",6/20/09,24.81,48.9,94,F,Land,NOCA
241137350,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,pk/a",6/20/09,28.67,37.3,88,M,Land,GRCA
241137349,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a/pk,pk",6/20/09,28.23,38.3,100,M,Land,GRCA
241137348,ASY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"pk,p/a",6/20/09,27.78,35.2,92,M,Land,GRCA
129264326,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/r",6/20/09,33.54,75.9,127,M,Land,AMRO
129264324,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"w,a/w",6/20/09,33.56,86.8,129,F,Land,AMRO
259082552,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,o/bu",6/19/09,17.62,10.4,50,M,Lucas,HOWR
259082551,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"bk,bu/a",6/19/09,28.77,35,94,M,Lucas,CACH
259082221,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"a,y/r",6/19/09,15.72,9.5,61.5,M,Hitchcock,CACH
244114120,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"y,bk/a",6/19/09,21.65,21.4,68,M,Wood,SOSP
244114027,AHY,.,.,.,.,.,.,.,.,.,b,.,.,.,1,"p/pk,A",6/19/09,20.9,22.8,62,F,Lucas,SOSP
