band_num,band_age,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,obs,Color Band,d_banded,tars,mass,wing,sex,fm_site,species
230156077,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a,pk",7/12/08,30.24,33.4,85,M,McLean,GRCA
230156076,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,w/a",7/12/08,32.69,37.5,90,M,McLean,GRCA
230155983,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, y",7/12/08,25.69,35.7,93,M,Walker,GRCA
230155982,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a, w",7/12/08,27.67,37.7,88,M,Walker,GRCA
230155981,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/bk, a",7/12/08,22.9,41.4,89,F,Walker,NOCA
230155979,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, y/y",7/12/08,24.43,41.2,94,M,Walker,NOCA
230155780,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g/p, a",7/12/08,28.3,36.5,85.5,M,Walker,GRCA
127243110,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,w/r",7/12/08,39.25,79.4,120,F,McLean,AMRO
254062925,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"P/A,R",7/11/08,19.33,10.6,49,U,Newberry,HOWR
254062842,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/a,R",7/11/08,15.36,9.5,60,U,Omland,CACH
246022763,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a, g",7/11/08,16.42,10.7,50,F,Brown-Annapolis,HOWR
234130320,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a, pk",7/11/08,21.28,18.8,63,M,Brown-Annapolis,SOSP
234130138,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, r/pk",7/11/08,19.03,17.8,61,U,Ontario House,SOSP
234130137,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, pk/g",7/11/08,21.03,20.1,70,M,Ontario House,SOSP
234129324,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,r/w",7/11/08,22.53,12.3,59,U,Briggs,CARW
230156881,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, w/o",7/11/08,27.72,35.9,88.5,U,Ontario House,GRCA
230156880,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, -",7/11/08,23.82,47.4,94,F,Ontario House,NOCA
230156075,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/bu,a",7/11/08,30.38,31.3,90,F,Newberry,GRCA
230155978,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu, a/y",7/11/08,27.8,35.8,85,M,Brown-Annapolis,GRCA
228169492,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/p,a",7/11/08,21.08,17.1,50,F,Omland,CARW
123287933,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a, bk",7/11/08,32.12,68.1,120,F,Ontario House,AMRO
123287932,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/a, w",7/11/08,31.78,50.2,80,U,Ontario House,AMRO
123287931,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/p, p",7/11/08,31.5,70,118.5,F,Ontario House,AMRO
254063040,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, g/bu",7/10/08,14.48,8.2,59.5,U,Morales,CACH
254062924,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y,bk/a",7/10/08,20.04,10.3,49,F,Vossler,HOWR
234130136,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w, y/a",7/10/08,20.32,18.4,63,M,Morales,SOSP
234130021,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"A, O/Y",7/10/08,24.86,18.1,55,F,Vossler,CARW
234130020,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"W/BU,a",7/10/08,28,19.9,60,M,Vossler,CARW
230156879,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk, a/bk",7/10/08,26.53,36.6,91,F,Morales,GRCA
127243109,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"P/A,p",7/10/08,35.94,74.6,122,F,Vossler,AMRO
123287930,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w, y/a",7/10/08,32.59,71.3,116,F,Morales,AMRO
234130318,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/bu, pk",7/9/08,20.81,20.1,64,M,Stuebner,SOSP
234130018,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/p,a",7/9/08,24.57,18.8,63,U,Gery,SOSP
234129323,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g,p/a",7/9/08,21.53,21.4,65,M,Pirozzi,SOSP
230155977,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/p, a",7/9/08,26.77,33.6,87,F,Stuebner,GRCA
230155976,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g, a/y",7/9/08,23.95,43.6,89,F,Stuebner,NOCA
127243107,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,p/a",7/9/08,36.75,76.8,128,U,Gery,AMRO
123287929,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk, r/a",7/9/08,31.56,73,125,U,Corcoran-New,AMRO
254062841,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/y,a",7/8/08,15.4,9.6,60,U,Stewart,CACH
254062840,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w,a/bu",7/8/08,16.44,10.2,49,F,Stewart,HOWR
254062839,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/y,a",7/8/08,16.54,10.4,50,M,Stewart,HOWR
254062838,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w,w/a",7/8/08,15.42,9.6,60,U,Stewart,CACH
254062837,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,g/a",7/8/08,17.08,10.3,60,U,Stewart,CACH
246022760,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/pk,a",7/8/08,15.7,8.2,59.5,U,Burdett,CACH
246022759,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/bk,y",7/8/08,16,9.6,60,U,Burdett,CACH
234130317,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,pk/db",7/8/08,22.1,21,66,M,Burdett,SOSP
234129322,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/bk,a",7/8/08,21.71,20.1,68,M,Jakovac,SOSP
234129321,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,g/w",7/8/08,21.11,19.1,61,U,Jakovac,SOSP
234129320,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,a/r",7/8/08,22.16,18.2,59,F,Jakovac,CARW
234129319,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,a/y",7/8/08,21.05,20.6,63,U,Jakovac,CARW
230156638,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/pk,a",7/8/08,27.47,34.8,90,M,Stewart,GRCA
230156547,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/g,a",7/8/08,24.03,39.6,95,M,Jakovac,NOCA
230156074,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/a,pk",7/8/08,31.28,33.2,86,U,Rothman,GRCA
230155973,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/w,g",7/8/08,27.87,37.3,90,M,Burdett,GRCA
230155972,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,bu/o",7/8/08,24.3,46.5,93,F,Burdett,NOCA
225180316,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/y,a",7/8/08,21.72,20.5,60,M,La Force,SOSP
225180314,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/r,a",7/8/08,20.75,20,63.5,F,La Force,SOSP
225180313,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,o/o",7/8/08,21.95,22,61,M,La Force,CARW
225180312,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,w/pk",7/8/08,21.8,22.5,66,M,La Force,SOSP
199146200,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,a/pk",7/8/08,27.58,35,85,M,La Force,GRCA
199146199,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/a,pk",7/8/08,26.02,35,90,M,La Force,GRCA
199146198,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,bk/a",7/8/08,26.51,39.5,87,F,La Force,GRCA
199146197,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/a,p",7/8/08,22.33,38.5,90,F,La Force,NOCA
199146195,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/p,a",7/8/08,29.11,37.5,89,M,La Force,GRCA
123287928,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"A/W,P",7/8/08,33.8,76,126,M,Kinder Farm Park,AMRO
254063039,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, bu/bk",7/7/08,15.67,8.9,58,F,Kaminsky,CACH
254062923,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"lg/pk,a",7/7/08,19.1,9.9,61,F,Sillett,CACH
254062922,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/PK,a",7/7/08,19.06,10.3,63,F,Sillett,CACH
254062921,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/r,a",7/7/08,20.6,10.3,50,M,Sillett,HOWR
234130015,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"mg/a,o",7/7/08,24.39,20.4,67,M,Sillett,SOSP
230156876,ASY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, bk/w",7/7/08,26.79,33,86,M,Kaminsky,GRCA
230156875,ASY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, bk/p",7/7/08,27.75,36,88,F,Kaminsky,GRCA
230156874,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, bk/g",7/7/08,27.27,36,88,U,Kaminsky,GRCA
230156873,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, r",7/7/08,25.51,,96,M,Kaminsky,NOCA
230156872,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk, a/g",7/7/08,23.31,36.7,89,M,Kaminsky,NOCA
230156871,ASY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, bk/r",7/7/08,27.05,34.3,90,M,Kaminsky,GRCA
230156635,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,bk/a",7/7/08,25.22,47,94,M,Burrows (New),NOCA
230156634,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,o/bu",7/7/08,24.29,43.5,90,F,Burrows (New),NOCA
230156073,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a,bk",7/7/08,28.69,43.3,90,F,Sillett,NOCA
230156072,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"mg,p/a",7/7/08,28.78,44.4,93,M,Sillett,NOCA
123287927,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"-,A",7/7/08,32.97,,,F,Kaminsky,AMRO
199146194,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/a,w",7/6/08,26.98,35.5,89,M,"Williams, R.",GRCA
199146193,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/y,p",7/6/08,24.98,45.5,93,M,"Williams, R.",NOCA
127242402,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,w/a",7/6/08,32.85,79,122,U,"Williams, R.",AMRO
127242401,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,a/pk",7/6/08,31.57,76,125,M,"Williams, R.",AMRO
199146190,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,a/p/w,7/5/08,24.94,42,92,M,Ward,NOCA
74229179,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/r,a",7/5/08,33.39,75,126,F,Ward,AMRO
NB,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g, -",7/5/08,33.7,84.5,127,F,Ward,AMRO
NB,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y, -",7/5/08,30.39,66.5,117.5,F,Ward,AMRO
234129318,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk",7/3/08,23.67,20.1,58,U,Watson,CARW
230156071,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/y,p",7/3/08,28.04,46.2,89,F,Conaway,NOCA
230156070,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,w/w",7/3/08,28.26,43.5,91,F,Conaway,NOCA
230156069,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/y,a",7/3/08,28.24,44.6,95,M,Conaway,NOCA
230156068,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,a/r",7/3/08,29.12,40.2,90,M,Conaway,NOCA
230155971,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/bk, r",7/3/08,27.74,40.3,92.5,M,"Clark, C.",GRCA
127243014,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p,g/a",7/3/08,32.45,68.1,121,F,Watson,AMRO
127243013,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w,r/a",7/3/08,31.49,68.4,129,M,Watson,AMRO
254063038,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y,g/a",7/2/08,15.47,9.6,62,U,Drake,CACH
254063037,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, bu/y",7/2/08,15.83,9.9,63,U,Drake,CACH
254063036,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g,bu/a",7/2/08,15.4,9.9,63,U,Drake,CACH
254062919,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/pk,o",7/2/08,18.73,9.8,49,F,McNavage,CACH
251003828,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/a,bk",7/2/08,16.55,10.3,53,U,Gaetano,HOWR
246022961,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk/a,r",7/2/08,17.36,11.5,48,F,Sturtevant,HOWR
246022960,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/a,bu",7/2/08,15.99,10.5,50,M,Sturtevant,HOWR
246022959,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/p,a",7/2/08,16.73,11.75,50.5,M,Sturtevant,HOWR
234130316,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a, g",7/2/08,21.32,19.9,62,U,Phelps,CARW
234130132,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/g,a",7/2/08,20.88,20.4,60.5,F,Drake,CARW
234130131,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y,bk/a",7/2/08,21.67,18.5,57,F,Drake,CARW
234130014,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/mg,a",7/2/08,23.88,18.4,60,F,McNavage,CARW
230156866,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,g/a",7/2/08,23.28,40.1,90,M,Drake,NOCA
230156633,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g,a/pk",7/2/08,29.48,34.6,86,U,Sanford,GRCA
230156549,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk/w",7/2/08,27.23,34.8,86,U,Gaetano,GRCA
230156066,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,w/pk",7/2/08,32.71,37.1,89,M,McNavage,GRCA
230156065,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p,a/mg",7/2/08,26.92,43.3,97,M,McNavage,NOCA
230155970,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/a, p",7/2/08,25.42,,93,M,Phelps,NOCA
230155969,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/a, bu",7/2/08,27.87,37.7,83,F,Phelps,GRCA
228169490,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,bk",7/2/08,22.19,22.7,65,M,Gellner,SOSP
228169488,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/y,p",7/2/08,22.34,22.8,60,M,Sanford,CARW
225180309,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,a.y/y,7/2/08,20.84,17.5,55,U,Sturtevant,CARW
225180308,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a,o",7/2/08,21.72,20,58,U,Sturtevant,CARW
199146188,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,pk/a",7/2/08,27.22,33.5,87,F,Sturtevant,GRCA
127243012,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y,a/p",7/2/08,32.45,84.7,121,F,Gaetano,AMRO
74229439,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"pk,a/g",7/2/08,32.67,45.4,106,U,Sanford,NOMO
74229176,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/pk,g",7/2/08,31.46,72,122.5,F,Sturtevant,AMRO
254063035,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/o, p",7/1/08,16.39,10.7,63,U,"Miller, P.",CACH
249086316,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,a/pu",7/1/08,16.53,10.8,51.5,M,"Woodward, Paul",HOWR
246022956,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a,p",7/1/08,,25.5,,F,Davis-Holland,HOWR
246022955,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/y,a",7/1/08,17.24,20.5,53.5,M,Davis-Holland,HOWR
246022758,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/a, g",7/1/08,16.24,10.5,51.5,M,"Woodward, Paul",HOWR
234130130,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"b, a/o",7/1/08,20.45,18.3,56,F,"Miller, P.",CARW
234130129,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,o/pk",7/1/08,21.88,22.3,66,M,"Miller, P.",SOSP
234130013,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,a/bu",7/1/08,26.73,20,63,U,Lucas,CARW
230156864,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/w, a",7/1/08,23.34,48.2,92,F,"Miller, P.",NOCA
230156863,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/p, g",7/1/08,22.61,21.1,61,F,"Miller, P.",CARW
230156064,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/o,a",7/1/08,27.3,37.8,96,M,Lucas,NOCA
230155968,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g/p,a",7/1/08,28.75,36.6,85,U,"Woodward, Paul",GRCA
230155966,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/p,a",7/1/08,28.08,36.5,92,U,"Woodward, Paul",GRCA
230108294,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/y,a",7/1/08,28.37,37.8,86,F,"Woodward, Paul",GRCA
228169487,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,y/y",7/1/08,21.83,18.7,46,U,Land,CARW
228169486,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu,p/a",7/1/08,21.17,22.5,65,F,Land,SOSP
74229438,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,r/g",7/1/08,,71.4,130,M,Land,AMRO
74229437,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"w/a,p",7/1/08,31.34,75.8,130,F,Land,AMRO
254062918,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g,a/bk",6/30/08,19.63,11,51,M,Lyon,HOWR
234130012,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/a,Y",6/30/08,25.44,22.8,68,M,Lyon,SOSP
230156862,ASY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,bk/y",6/30/08,27.7,34.7,87.5,M,Unger,GRCA
230156631,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/g,bk",6/30/08,25.36,42.9,94,M,Morrison,NOCA
230156630,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/bu,a",6/30/08,25,43.5,100,M,Morrison,NOCA
230156629,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,r/a",6/30/08,24.26,39.1,90,U,Morrison,NOCA
230156550,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,bu/g",6/30/08,24.36,40.2,89,U,Baines,NOCA
230156063,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p, A/w",6/30/08,30.05,40.5,88,F,Lyon,NOCA
230156061,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p,a/pk",6/30/08,31.66,34.2,90,M,Cyrus,GRCA
228169484,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,bu",6/30/08,22.11,20.6,66,M,Morrison,CARW
225180306,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu,w/a",6/30/08,20.77,20,59,M,Koslow,CARW
225180305,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk,bk/a",6/30/08,21.8,20,59,U,Koslow,CARW
225180304,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y/a,bk",6/30/08,19.94,17.5,56,F,Koslow,CARW
225180303,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,o/bu",6/30/08,22.37,22,60,M,Koslow,CARW
199146185,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a,p",6/30/08,,40.5,84,U,Koslow,NOCA
199146184,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/g,y",6/30/08,25.43,44,91,M,Koslow,NOCA
127243011,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,r",6/30/08,33.55,81.2,120,F,Baines,AMRO
234129315,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/y,a",6/29/08,22.64,21.1,60,M,McDonough,CARW
230156553,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk/o",6/29/08,27.56,,90,M,McDonough,GRCA
230156552,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk/r",6/29/08,28.06,35.5,88,U,McDonough,GRCA
230156551,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk/p",6/29/08,26.63,36.5,86,F,McDonough,GRCA
254063034,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/g,bu",6/28/08,15.56,10.5,62,U,Loran,CACH
254063033,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g, a/r",6/28/08,15.45,9.4,62,U,Loran,CACH
254063032,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p/bu,a",6/28/08,16.61,11,48,U,Loran,HOWR
230156861,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"-,a/y",6/28/08,25.77,43.3,94,M,Loran,NOCA
230156860,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"-,a/r",6/28/08,24.1,43.6,97,M,Loran,NOCA
230156859,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"g,a",6/28/08,26.86,35.8,85,U,Loran,GRCA
230156858,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r,a",6/28/08,28.51,36.3,84,F,Loran,GRCA
230156857,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"y, a",6/28/08,27.97,34.7,90,U,Loran,GRCA
230156856,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,bu",6/28/08,27.58,39.3,89,F,Loran,GRCA
230156855,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, o",6/28/08,27.91,37.7,94,M,Loran,GRCA
230156854,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, g",6/28/08,27.82,38.4,89,F,Loran,GRCA
230156853,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, r",6/28/08,26.5,32.4,80,M,Loran,GRCA
230156852,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, y",6/28/08,28.28,39.9,90,F,Loran,GRCA
230156851,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,-",6/28/08,27.71,36.2,86,M,Loran,GRCA
230156850,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"-,A",6/28/08,28.19,,87,M,Loran,GRCA
230156849,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, b",6/28/08,27.17,33.9,88,F,Loran,GRCA
230156848,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, w/y",6/28/08,27.4,35.6,89,M,Loran,GRCA
254063031,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/p, a",6/27/08,15.94,9.9,59,U,"Jacobs, A.",CACH
254063030,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o, a/w",6/27/08,15.58,9.9,61,U,"Jacobs, A.",CACH
254063029,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a, r/bu",6/27/08,15.44,9.3,63,F,"Jacobs, A.",CACH
230156847,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bu/a, bk/y",6/27/08,27.1,37,89,U,"Jacobs, A.",GRCA
230156846,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o,bu/a",6/27/08,25.02,45.2,90,F,"Jacobs, A.",NOCA
230156628,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r/a,bk/bu",6/27/08,27.85,37.7,86.5,M,Meserve,GRCA
230156627,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a,w/g",6/27/08,25.16,46.5,94,M,Meserve,NOCA
230156554,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"o/a,bk/y",6/27/08,28.45,34.3,88,U,Missiaen,GRCA
230156060,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/pk, bu",6/27/08,30.72,35.3,87,M,Solloway,GRCA
228169483,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,y",6/27/08,21.55,18.4,56,F,Meserve,CARW
127243106,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"p, bu/a",6/27/08,37.78,75.9,125,F,Solloway,AMRO
123287925,HY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"a/o,bk",6/27/08,30.43,68,123,U,"Jacobs, A.",AMRO
254062836,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"bk/a,p",6/26/08,17.43,10.6,52,M,Russell,HOWR
234130314,AHY,.,.,.,.,.,.,.,.,b,.,.,.,.,1,"r,pk/a",6/26/08,21.11,20.1,66,M,Wilde,SOSP
